name_ar,name_en,sector,region,classification,matched_pattern,confidence,website
توتال إنرجيز السعودية,TotalEnergies Saudi Arabia,الطاقة والمرافق والمياه,منطقة الرياض,private,default,low,https://totalenergies.com/saudi-arabia
سافير للطاقة الشمسية,SAFEER Solar,الطاقة والمرافق والمياه,منطقة مكة المكرمة,private,default,low,https://safeer-solar.com/en
القدرة العربية,Arabian Qudra,الطاقة والمرافق والمياه,المنطقة الشرقية,private,default,low,https://arabianqudra.com
سولار أرابيا المحدودة,Solar Arabia Company Ltd.,الطاقة والمرافق والمياه,منطقة الرياض,private,default,low,https://www.solararabialtd.com
الطاقة المتجددة للطاقة البديلة,Altaaqa Renewables,الطاقة والمرافق والمياه,منطقة مكة المكرمة,private,default,low,https://altaaqa-renewables.com
رؤية للصناعة,Vision Industries,الصناعة والتصنيع,منطقة الرياض,private,default,low,https://visionindustries.com
سراج باور السعودية,SirajPower Saudi Arabia,الطاقة والمرافق والمياه,منطقة الرياض,private,default,low,https://sirajpower.com
أساسيات الطاقة,Asasyat Altaqa,الطاقة والمرافق والمياه,المنطقة الشرقية,private,default,low,https://asasyataltaqa.com
يلو دور إنرجي السعودية,Yellow Door Energy Saudi Arabia,الطاقة والمرافق والمياه,منطقة الرياض,private,default,low,https://www.yellowdoorenergy.com
منارة للمعادن,Manara Minerals,التعدين والمعادن والمواد,منطقة الرياض,private,private_override:منارة للمعادن,high,https://manaraminerals.com
الشركة السعودية للصناعات الجيرية,Saudi Lime Industries Company,التعدين والمعادن والمواد,منطقة الرياض,private,default,low,https://saudilime.com
شركة الدولوميت السعودية,Saudi Dolomite Company,التعدين والمعادن والمواد,المنطقة الشرقية,private,default,low,https://saudidolomite.net
شركة الصناعات التعدينية المتحدة,United Mining Industries,التعدين والمعادن والمواد,منطقة مكة المكرمة,private,default,low,https://www.ugc.com.sa
شركة الهيثم للتعدين,Al Haytham Mining Company,التعدين والمعادن والمواد,منطقة الرياض,private,default,low,https://www.agcest.com
شركة المشرق المتقدمة للتعدين,Advanced Mashreq Mining Company,التعدين والمعادن والمواد,منطقة مكة المكرمة,private,default,low,https://www.ammco.com.sa
داركستون العربية,Darkstone Arabia,التعدين والمعادن والمواد,منطقة الرياض,private,default,low,https://darkstone.com.sa
شركة عمار للتعدين,Amaar Mining Company,التعدين والمعادن والمواد,المنطقة الشرقية,private,default,low,https://amaarmining.com.sa
شركة منتجات الألمنيوم,Aluminium Products Company - ALUPCO,التعدين والمعادن والمواد,المنطقة الشرقية,private,private_override:منتجات الألمنيوم,high,https://alupco.com
شركة ألمنيوم التيسير,Al Taiseer Aluminium - TALCO,التعدين والمعادن والمواد,منطقة الرياض,private,private_override:ألمنيوم التيسير,high,https://altaiseer.com/en
شركة الألمنيوم السعودية,Saudi Aluminium Company,التعدين والمعادن والمواد,منطقة الرياض,private,private_override:الألمنيوم السعودية,high,https://www.saudialuminium.com.sa
شركة هداية السعودية المحدودة,Saudi Hidayath Company Ltd.,الصناعة والتصنيع,منطقة مكة المكرمة,private,default,low,https://www.saudihidayath.com
مصانع الجزيرة للمنتجات الفولاذية,Al-Jazera Factories for Steel Products - JASCO,التعدين والمعادن والمواد,منطقة مكة المكرمة,private,default,low,https://aljazera.com
الشركة المتحدة للصناعة,United Company for Industry - UCI,الصناعة والتصنيع,منطقة الرياض,private,default,low,https://unitedindustry.com
شركة كيان السعودية للبتروكيماويات,Saudi Kayan Petrochemical Company,الدفاع والطيران والفضاء,المنطقة الشرقية,private,default,low,https://www.saudikayan.com/en
شركة سابك للمغذيات الزراعية,SABIC Agri-Nutrients,النفط والغاز والبتروكيماويات,منطقة الرياض,semi_government,semi:سابك,high,https://www.sabic-agrinutrients.com/en
شركة اللجين,Alujain Corporation,النفط والغاز والبتروكيماويات,منطقة الرياض,private,default,low,https://alujain.sa/en
الشركة الوطنية للصناعات البتروكيماوية,National Petrochemical Industrial Company - NATPET,الدفاع والطيران والفضاء,منطقة المدينة المنورة,private,default,low,https://www.natpet.com
الشركة العربية للأمينات,Arabian Amines Company,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://www.aminat.com.sa
الشركة الخليجية للمواد الكيماوية المضافة,Gulf Stabilizers Industries,الصناعة والتصنيع,المنطقة الشرقية,private,default,low,https://www.gsi.com.sa
لينده سيجاس,Linde-SIGAS,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://www.linde.sa
غلف كرايو السعودية,Gulf Cryo Saudi Arabia,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://www.gulfcryo.com/contact
باسف السعودية,BASF Saudi Arabia,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://www.basf.com/sa/en
سيكا السعودية,Sika Saudi Arabia,النفط والغاز والبتروكيماويات,منطقة الرياض,private,default,low,https://gcc.sika.com/en/sika-gcc/sika-saudi-arabia.html
هنكل بولي بت,Henkel Polybit,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://www.henkelpolybit.com/en/meta/contact/contact-details.html
إيكولاب السعودية,Ecolab Saudi Arabia,الرعاية الصحية وعلوم الحياة,المنطقة الشرقية,private,default,low,https://en-sa.ecolab.com
الشركة السعودية للكيماويات المتخصصة,Saudi Specialty Chemicals Co. Ltd.,الدفاع والطيران والفضاء,منطقة مكة المكرمة,private,default,low,https://saudi-specialty.com
شركة رضا للصناعات الكيميائية,Reza Chemical Industries,الدفاع والطيران والفضاء,منطقة مكة المكرمة,private,default,low,https://rezachemical.com
الشركة السعودية لصناعة الأنابيب ومستلزماتها,Saudi Plastic Products Company - SAPPCO,التعدين والمعادن والمواد,منطقة الرياض,private,default,low,https://www.sappco.com.sa/SAPPCO/index.php
حماد والمهدر للمحاماة والاستشارات القانونية,Hammad & Al-Mehdar Law Firm,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://hmco.com.sa/contact/
الغزاوي وشركاه,AlGhazzawi & Partners,الخدمات المهنية والاستشارية,منطقة مكة المكرمة,private,default,low,https://www.ghazzawilawfirm.com
الهرساني والخميس محامون ومستشارون,Harasani & Alkhamees Law Firm,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://ha-law.sa
مكتب سلمان م. السديري للمحاماة بالتعاون مع لاثام وواتكنز,The Law Firm of Salman M. Al-Sudairi / Latham & Watkins,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.lw.com/en/practices/saudi-arabia-practice
دينتونز العربية للمحاماة,Dentons Arabia Law,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.dentons.com/en/global-presence/middle-east/saudi-arabia/riyadh
بيكر ماكنزي السعودية,Baker McKenzie Law Firm,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.bakermckenzie.com/en/locations/emea/saudi-arabia
وايت آند كيس للمحاماة والاستشارات القانونية,White & Case for Advocacy and Legal Consultations,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.whitecase.com/locations/emea/riyadh
أيه إس آند إتش كليفورد تشانس,AS&H Clifford Chance,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.cliffordchance.com/people_and_places/offices/riyadh.html
كلايد آند كو الرياض,Clyde & Co Riyadh,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.clydeco.com/en/locations/middle-east/riyadh
أدلشو غودارد السعودية,Addleshaw Goddard Saudi Arabia,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.addleshawgoddard.com/en/international/middle-east/kingdom-of-saudi-arabia/
فريشفيلدز الرياض,Freshfields Riyadh,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.freshfields.com/en/locations/middle-east/saudi-arabia/riyadh-office/
نورتن روز فولبرايت الرياض,Norton Rose Fulbright Riyadh,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.nortonrosefulbright.com/en-me/locations/riyadh
إيفرشيدز ساذرلاند الرياض,Eversheds Sutherland Riyadh,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.eversheds-sutherland.com/en/saudi-arabia/locations/offices/riyadh
دي إل إيه بايبر الرياض,DLA Piper Riyadh,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.dlapiper.com/locations/middle-east/riyadh
أشورست الرياض,Ashurst Riyadh,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://www.ashurst.com/en/our-locations/riyadh/
الحلول المبتكرة,Innovative Solutions,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://is.com.sa
هبوب لخدمات وحلول الأمن السيبراني,Haboob,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://haboob.sa
مانجد دوت إس إيه,Managed.sa,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://www.managed.sa/en
ديفينس سايبرسيكيوريتي,Defense Cybersecurity,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://dcybersecurity.sa
هلب إيه جي السعودية,Help AG Saudi Arabia,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://www.helpag.com/contact-us/
نورنِت,NourNet,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://nour.net.sa/cyber-security/
سايبر نايت السعودية,CyberKnight Saudi Arabia,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://cyberknight.tech/about-us/
واتلكورب السعودية,Wattlecorp Saudi Arabia,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://www.wattlecorp.com/sa/contact/
رويترز الشرق الأوسط,Rewterz Middle East,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://rewterz.com/contact
تمكين للتقنيات,Tamkeen Technologies,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://tamkeentech.sa/solution/cyber-security
شركة تحكم التقنية,Technology Control Company - TCC,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://www.tcc-ict.com/en
إنفيترا,Envitra,البيئة والاستدامة,منطقة الرياض,private,default,low,https://envitra.sa
يونايتد جلوبال سيرفيسز - تي إم,United Global Services - TM,الخدمات المهنية والاستشارية,المنطقة الشرقية,private,default,low,https://www.tm.sa
أفيردا السعودية الدولية,Averda Saudi International,البيئة والاستدامة,منطقة مكة المكرمة,private,default,low,https://www.averda.com/where-we-operate/saudi-arabia-ksa
الشركة العالمية للخدمات البيئية,Global Environmental Services - IES,التعدين والمعادن والمواد,منطقة الرياض,private,default,low,https://ies.sa
ريفيفا,Reviva,البيئة والاستدامة,منطقة مكة المكرمة,private,default,low,https://reviva.sa
شركة فرز وإعادة تدوير للخ وإعادة تدوير للخدمات البيئية,EADA,البيئة والاستدامة,المنطقة الشرقية,private,default,low,https://eada.sa
حلول نقاء للخدمات البيئية,Naqaa Solutions,البيئة والاستدامة,منطقة مكة المكرمة,private,default,low,https://www.naqaa.com.sa
إدامة للحلول العضوية للخدمات البيئية,Edama Organic Solutions,البيئة والاستدامة,منطقة مكة المكرمة,private,default,low,https://www.edamasolutions.com
شركة الأعمال البيئية المستدامة المحدودة,Sustainable Environmental Works - Al-Mostadama,التعدين والمعادن والمواد,منطقة مكة المكرمة,private,default,low,https://www.al-mostadama.com
سيبكو للبيئة,SEPCO Environment,التعدين والمعادن والمواد,منطقة مكة المكرمة,private,default,low,https://www.sepcoenvironment.com
شركة الراي للخدمات البيئية,Al Rai Environmental Services - RAE,التعدين والمعادن والمواد,منطقة الرياض,private,default,low,https://rae.sa/en
تدوير الجزيرة,Tadwir Al Jazirah,البيئة والاستدامة,المنطقة الشرقية,private,default,low,https://tadwiraljazirah.com.sa
تداوير لإدارة النفايات,Tadawir Waste Management,البيئة والاستدامة,منطقة الرياض,private,default,low,https://tadawir.com
شركة جمع النفايات وإعادة التدوير المحدودة,Waste Collection and Recycling Company - WASCO,البيئة والاستدامة,منطقة مكة المكرمة,private,default,low,https://www.wasco-sa.com
شركة جرين فيجن للمنتجات الورقية,Green Vision Paper Products - EDAMAH,البيئة والاستدامة,المنطقة الشرقية,private,default,low,https://edamah.sa
شركة رقمية للتمويل الجماعي بالدين,Raqamyah,الخدمات المالية,منطقة الرياض,private,default,low,https://raqamyah.com
شركة ليندو السعودية للتمويل,Lendo,الخدمات المالية,منطقة الرياض,private,default,low,https://www.lendo.sa
منافع,Manafa,الخدمات المالية,منطقة الرياض,private,default,low,https://manafa.co
شركة صكوك المالية,Sukuk Capital,الخدمات المالية,منطقة الرياض,private,default,low,https://sukuk.sa
ملاءة,Malaa,الخدمات المالية,منطقة الرياض,private,default,low,https://www.malaa.tech
لين تكنولوجيز السعودية,Lean Technologies Saudi Arabia,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://leantech.me/ksa/en
ميسر,Moyasar,الخدمات المالية,منطقة الرياض,private,default,low,https://moyasar.com
هايبر باي,HyperPay,الخدمات المالية,منطقة الرياض,private,default,low,https://www.hyperpay.com
تابي,Tabby,الخدمات المالية,منطقة الرياض,private,default,low,https://tabby.ai/en-SA
شركة تمام للتمويل,Tamam Financing Company,الخدمات المالية,منطقة الرياض,private,default,low,https://tamam.life
هكبة,Hakbah,الخدمات المالية,منطقة الرياض,private,default,low,https://hakbah.sa
شركة سلفة للتمويل,Sulfah Financing Company,الخدمات المالية,منطقة الرياض,private,default,low,https://sulfah.com
لووب,Loop,الخدمات المالية,منطقة الرياض,private,default,low,https://loop.sa
كاشن,Cashin,الخدمات المالية,منطقة الرياض,private,default,low,https://cashin.sa
بترومين,Petromin Corporation,السيارات والتنقل,منطقة مكة المكرمة,private,default,low,https://petromin.com
شركة حاجي حسين علي رضا وشركاه المحدودة,Haji Husein Alireza & Co.,السيارات والتنقل,منطقة مكة المكرمة,private,default,low,https://www.hha.com.sa
ساماكو للسيارات,SAMACO Automotive,السيارات والتنقل,منطقة مكة المكرمة,private,private_override:ساماكو,high,https://www.samaco.com.sa
شركة عبدالله هاشم المحدودة,Abdullah Hashim Company Limited,السيارات والتنقل,منطقة مكة المكرمة,private,default,low,https://www.ahcl.com.sa
شركة العيسى العالمية للسيارات,Alissa Universal Motors,السيارات والتنقل,منطقة الرياض,private,default,low,https://aum.com.sa
مجموعة المتحدة للسيارات,United Motors Group,السيارات والتنقل,منطقة الرياض,private,default,low,https://umc.com.sa
بدجت السعودية,Budget Saudi Arabia,السيارات والتنقل,منطقة مكة المكرمة,private,default,low,https://www.budgetsaudi.com
يلو لتأجير السيارات,Yelo Rent a Car,السيارات والتنقل,منطقة الرياض,private,default,low,https://www.iyelo.com
ذيب لتأجير السيارات,Theeb Rent a Car,السيارات والتنقل,منطقة الرياض,private,default,low,https://www.theebonline.com
لومي لتأجير السيارات,Lumi Rental,السيارات والتنقل,منطقة الرياض,private,default,low,https://lumirental.com
شفت,SHIFT,السيارات والتنقل,منطقة مكة المكرمة,private,default,low,https://www.shiftinc.com
سيارة,Syarah,السيارات والتنقل,منطقة الرياض,private,default,low,https://syarah.com
تلقاني,Telgani,السيارات والتنقل,منطقة الرياض,private,default,low,https://www.telgani.com
إيجارو,Ejaro,السيارات والتنقل,منطقة الرياض,private,default,low,https://ejaro.com
مرني,Morni,السيارات والتنقل,منطقة الرياض,private,default,low,https://morni.com
مساندة لإدارة المرافق,Musanadah Facilities Management,إدارة المرافق والتشغيل,المنطقة الشرقية,private,default,low,https://www.musanadah.com.sa/en/
مجموعة سفاري,Safari Group,إدارة المرافق والتشغيل,منطقة الرياض,private,default,low,https://www.safari.com.sa/
سمامة للتشغيل والإدارة,SAMAMA Operations & Management,إدارة المرافق والتشغيل,منطقة الرياض,private,default,low,https://www.samama.com/index.php/en/business-line/samama-operations-management
محيل لإدارة المرافق,Muheel Facilities Management,إدارة المرافق والتشغيل,منطقة الرياض,private,default,low,https://www.muheel.com/
الشركة السعودية للتجارة والإنشاءات,Saudi Arabian Trading & Construction Company - SATCO,التشييد والهندسة والبنية التحتية,منطقة الرياض,private,default,low,https://satco.sa/satco/integrated-facilities-management/
الشركة السعودية للتجارة والمقاولات - أفراس,Saudi Arabian Trading & Contracting Company - AFRAS,التشييد والهندسة والبنية التحتية,منطقة الرياض,private,default,low,https://afras.com.sa/
السبعان لإدارة المرافق,SABAN Facilities Management,إدارة المرافق والتشغيل,منطقة الرياض,private,default,low,https://www.alsabaan.sa/
مجموعة النصبان,Nasban Group,إدارة المرافق والتشغيل,منطقة الرياض,private,default,low,https://nasban.com.sa/
آسياف للتطوير,Asiaf Development Company,العقار والتطوير الحضري,منطقة الرياض,private,private_override:آسياف للتطوير,high,https://www.asiaf.com.sa/
سيره للتشغيل والصيانة,Seerah Operation & Maintenance,السياحة والضيافة والثقافة,منطقة مكة المكرمة,private,default,low,https://seerah.sa/
إي إف إس آي إم لإدارة المرافق,EFSIM Facilities Management,إدارة المرافق والتشغيل,منطقة الرياض,private,default,low,https://efsim.sa/
داماس لإدارة المرافق,DAMAS Facility Management,إدارة المرافق والتشغيل,منطقة الرياض,private,default,low,https://damas.sa/
بنيان لإدارة المرافق,Bonyan Facilities Management,إدارة المرافق والتشغيل,منطقة الرياض,private,default,low,https://bonyan.com.sa/en/
شركة اليمامة المتقدمة للخدمات الصناعية,Al Yamama Advanced Industrial Services,الصناعة والتصنيع,المنطقة الشرقية,private,default,low,https://www.yais.com.sa/
هومكو للتشغيل والصيانة,HOMCO - Hadya Operation & Maintenance Company,إدارة المرافق والتشغيل,منطقة الرياض,private,default,low,https://www.homco.sa/
تحالف,Tahaluf,الفعاليات وسياحة الأعمال,منطقة الرياض,private,default,low,https://tahaluf.com
شركة الرياض للمعارض المحدودة,Riyadh Exhibitions Company Ltd.,الفعاليات وسياحة الأعمال,منطقة الرياض,private,default,low,https://www.recexpo.com
شركة الظهران الدولية للمعارض - الظهران إكسبو,Dhahran International Exhibitions Company - Dhahran Expo,الفعاليات وسياحة الأعمال,المنطقة الشرقية,private,default,low,https://www.dhahranexpo.com.sa
هايتس لإدارة الفعاليات,Heights,الفعاليات وسياحة الأعمال,منطقة الرياض,private,default,low,https://www.ha.com.sa
بلينك إكسبيرينس,Blink Experience,الفعاليات وسياحة الأعمال,منطقة مكة المكرمة,private,default,low,https://blinkexperience.com
باليش وندر ستوديو السعودية,Balich Wonder Studio KSA,الفعاليات وسياحة الأعمال,منطقة الرياض,private,default,low,https://www.balichwonderstudio.com/en/contacts/
شركة هوادي المحدودة,Hwadi,الفعاليات وسياحة الأعمال,منطقة الرياض,private,default,low,https://www.hwadi.com
دي إم جي إيفنتس السعودية,dmg events Saudi Arabia,الفعاليات وسياحة الأعمال,منطقة الرياض,private,default,low,https://www.dmgevents.com/saudi/
البدر لتنظيم المعارض والمؤتمرات,Al Badr Exhibitions & Conferences,الفعاليات وسياحة الأعمال,منطقة الرياض,private,default,low,https://www.albadr.cc
إكسكو,EXCO,الفعاليات وسياحة الأعمال,منطقة الرياض,private,default,low,https://excosa.net
إكسبوز السعودية,Expo’s KSA,الفعاليات وسياحة الأعمال,منطقة الرياض,private,default,low,https://expos-ksa.com
آيديل إكسبو,Ideal Expo,الفعاليات وسياحة الأعمال,منطقة مكة المكرمة,private,default,low,https://idealexpo-sa.com
أتوز للمعارض والمؤتمرات,Atouz Exhibitions & Conferences,الفعاليات وسياحة الأعمال,منطقة الرياض,private,default,low,https://www.atouz.com/en
ستاند إكسبو لتنظيم المعارض والمؤتمرات,Stand Expo,الفعاليات وسياحة الأعمال,منطقة الرياض,private,default,low,https://standexpo.com.sa
الأنظمة المتخصصة للمعارض والمؤتمرات,Specialized Systems for Exhibitions & Conferences - EXCS,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://excs.com.sa
سناد - شركة أرامكو السعودية نابورس للحفر,Saudi Aramco Nabors Drilling - SANAD,النفط والغاز والبتروكيماويات,المنطقة الشرقية,semi_government,semi:أرامكو,high,https://www.sanad.com/en
أرو للحفر,ARO Drilling,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://www.arodrilling.com/en/index.aspx
الشركة الوطنية لخدمات الطاقة الموحدة,National Energy Services Reunited - NESR,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://www.nesr.com/location-saudiarabia.html
الشركة العربية للجيوفيزياء والمساحة,Arabian Geophysical & Surveying Company - ARGAS,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://www.argas.com/
الخريف للبترول,Alkhorayef Petroleum,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://alkhorayefpetroleum.com/
روابي للنفط والغاز,Rawabi Oil and Gas,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://www.rawabi.com/companies/rawabi-oil-gas
روابي آرتشر,Rawabi Archer,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://www.rawabi.com/industries/energy
شركة أداء الحفر,Drilling Performance Company - DPC,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://www.dpcsaudi.com/
شركة إمدادات وخدمات الطاقة,Energy Supply & Services Company - ESSCO,الطاقة والمرافق والمياه,المنطقة الشرقية,private,default,low,https://essco.com.sa/
شركة الأفق الوطنية للخدمات البترولية,National Horizon Petroleum Services - NHPS,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://nhps.sa/
شركة حلول وخدمات البترول,Petroleum Solution & Services - PSS,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://www.pss.com.sa/PSS/
المير للخدمات الفنية السعودية,AlMeer Saudi Technical Services,الخدمات اللوجستية والنقل,المنطقة الشرقية,private,default,low,https://www.almeer-saudi.com/
السعودية نابيسكو,Saudi NAPESCO,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://napescogroup.com/
ويذرفورد السعودية,Weatherford Saudi Arabia,النفط والغاز والبتروكيماويات,المنطقة الشرقية,private,default,low,https://www.weatherford.com/about-us/locations/
ناين66,Nine66,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://nine66.gg
إي إس إل فيسيت جروب,ESL FACEIT Group,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://eslfaceitgroup.com
مؤسسة كأس العالم للرياضات الإلكترونية,Esports World Cup Foundation,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://esportsworldcup.com/en/about
فريق فالكونز,Team Falcons,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://www.falcons.sa
تويستد مايندز,Twisted Minds,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://store.twisminds.gg/pages/about-us
باور للرياضات الإلكترونية,POWR Esports,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://powr.sa
ذا ألتمتس,The Ultimates,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://theultimates.gg
سايد السعودية,Side Saudi Arabia,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://side.inc
سبويلز ستوديو,Spoilz Studio,النفط والغاز والبتروكيماويات,منطقة الرياض,private,default,low,https://www.spoilz.studio
ستارفانيا ستوديو,Starvania Studio,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://starvania.com
إن جي دي جيمز,NJD Games,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://www.njdstudio.net
أش جيمز ستوديو,Ash Games Studio,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://ashgamesstudio.com
نومادرويد,Nomadroid,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://nomadroid.co
إيفولايت ستوديو,Evolite Studio,الترفيه والرياضة والإعلام,منطقة مكة المكرمة,private,default,low,https://www.evolite-studio.com
جيم ليجندز,Game Legends,الترفيه والرياضة والإعلام,منطقة الرياض,private,default,low,https://www.gamelegendstudio.com
شركة فرص التقنية المالية,Forus,الخدمات المالية,منطقة الرياض,private,default,low,https://forus.io
شركة تويق المالية,Tweeq,الخدمات المالية,منطقة الرياض,private,default,low,https://tweeq.sa
شركة نقدلت,Nqoodlet,الخدمات المالية,منطقة الرياض,private,default,low,https://nqoodlet.com
شركة نير باي,Nearpay,الخدمات المالية,منطقة الرياض,private,default,low,https://nearpay.io
شركة رسن لتقنية المعلومات,Rasan,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://rasan.co
شركة أجراس,Ajras,الخدمات المالية,منطقة الرياض,private,default,low,https://ajras.com
شركة كوارا للتمويل,Quara Finance,الخدمات المالية,منطقة الرياض,private,default,low,https://quarafinance.com
شركة إمكان للتمويل,Emkan Finance,الخدمات المالية,منطقة الرياض,private,default,low,https://emkanfinance.com.sa
شركة كوانت للبيانات والتحليلات,Quant,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://quant.sa
شركة سي إن تي إكس تي,CNTXT,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://cntxt.com
شركة ماستر ووركس,Master Works,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://master-works.sa
شركة سكواديو,Squadio,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://squadio.com
شركة ويك كاب,WakeCap,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://www.wakecap.com
شركة صحارى نت,Sahara Net,التقنية والاقتصاد الرقمي,المنطقة الشرقية,private,default,low,https://www.sahara.com.sa
شركة سايبراني,Cyberani,التقنية والاقتصاد الرقمي,المنطقة الشرقية,private,default,low,https://cyberani.sa
شركة سايفر,Cipher,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://cipher.com.sa
شركة سيكيوريتي ماترز,Security Matterz,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://www.securitymatterz.com
شركة سيريبرا,Cerebra,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://cerebra.sa
شركة هدهد للذكاء الاصطناعي,Hudhud AI,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://hudhud.link
شركة رايه للابتكار,RAYH Innovations,الخدمات المهنية والاستشارية,منطقة الرياض,private,default,low,https://rayh.ai
شركة لبيه,Labayh,الرعاية الصحية وعلوم الحياة,منطقة الرياض,private,default,low,https://labayh.net
شركة كيورا,Cura,الرعاية الصحية وعلوم الحياة,منطقة الرياض,private,default,low,https://cura.healthcare
شركة أومت,Aumet,الرعاية الصحية وعلوم الحياة,منطقة الرياض,private,default,low,https://aumet.com
شركة ساري,Sary,التجزئة والتجارة الإلكترونية والخدمات الاستهلاكية,منطقة الرياض,private,default,low,https://sary.com
شركة مرن,Marn,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://marn.com
شركة ريد بوكس,RedBox,الخدمات اللوجستية والنقل,منطقة الرياض,private,default,low,https://redboxsa.com
شركة سبيرو,Speero,السيارات والتنقل,منطقة الرياض,private,default,low,https://www.speero.net.sa
شركة ذا شفز,The Chefz,التجزئة والتجارة الإلكترونية والخدمات الاستهلاكية,منطقة الرياض,private,default,low,https://thechefz.co
شركة مرسول,MRSOOL,الخدمات اللوجستية والنقل,منطقة الرياض,private,default,low,https://www.mrsool.co
شركة منجز,Munjz,العقار والتطوير الحضري,منطقة الرياض,private,default,low,https://munjz.com
شركة كلاسيرا,Classera,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://classera.com
شركة نون أكاديمي,Noon Academy,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://www.learnatnoon.com
شركة رواق,Rwaq,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://www.rwaq.org
شركة أعناب,Aanaab,التقنية والاقتصاد الرقمي,منطقة الرياض,private,default,low,https://aanaab.com
شركة الصافي دانون,Al Safi Danone,الغذاء والزراعة والاستزراع المائي,منطقة الرياض,private,default,low,https://www.alsafidanone.com
